TaxiPassangerPredictionExperiment637841020698291180.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :12.5 	 
Cycle: 62 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 57
Cycle: 63 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 58
Cycle: 64 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 59
Cycle: 65 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 60
Cycle: 66 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 61
Cycle: 67 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 62
Cycle: 68 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 63
Cycle: 69 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 64
Cycle: 70 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 65
Cycle: 71 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 66
Cycle: 72 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 67
Cycle: 73 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 68
Cycle: 74 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 69
Cycle: 75 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 70
Cycle: 76 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 71
Cycle: 77 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 72
Cycle: 78 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 73
Cycle: 79 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 74
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :0 	 
cycle : 2 	 Accuracy :0 	 
cycle : 3 	 Accuracy :0 	 
cycle : 4 	 Accuracy :0 	 
cycle : 5 	 Accuracy :0 	 
cycle : 6 	 Accuracy :0 	 
cycle : 7 	 Accuracy :50 	 
Cycle: 8 	 Saturated Accuracy : 50 	 Number of times repeated 1
Cycle: 9 	 Saturated Accuracy : 50 	 Number of times repeated 2
Cycle: 10 	 Saturated Accuracy : 50 	 Number of times repeated 3
Cycle: 11 	 Saturated Accuracy : 50 	 Number of times repeated 4
Cycle: 12 	 Saturated Accuracy : 50 	 Number of times repeated 5
Cycle: 13 	 Saturated Accuracy : 50 	 Number of times repeated 6
Cycle: 14 	 Saturated Accuracy : 50 	 Number of times repeated 7
Cycle: 15 	 Saturated Accuracy : 50 	 Number of times repeated 8
Cycle: 16 	 Saturated Accuracy : 50 	 Number of times repeated 9
Cycle: 17 	 Saturated Accuracy : 50 	 Number of times repeated 10
Cycle: 18 	 Saturated Accuracy : 50 	 Number of times repeated 11
Cycle: 19 	 Saturated Accuracy : 50 	 Number of times repeated 12
Cycle: 20 	 Saturated Accuracy : 50 	 Number of times repeated 13
Cycle: 21 	 Saturated Accuracy : 50 	 Number of times repeated 14
Cycle: 22 	 Saturated Accuracy : 50 	 Number of times repeated 15
Cycle: 23 	 Saturated Accuracy : 50 	 Number of times repeated 16
Cycle: 24 	 Saturated Accuracy : 50 	 Number of times repeated 17
Cycle: 25 	 Saturated Accuracy : 50 	 Number of times repeated 18
Cycle: 26 	 Saturated Accuracy : 50 	 Number of times repeated 19
Cycle: 27 	 Saturated Accuracy : 50 	 Number of times repeated 20
Cycle: 28 	 Saturated Accuracy : 50 	 Number of times repeated 21
Cycle: 29 	 Saturated Accuracy : 50 	 Number of times repeated 22
Cycle: 30 	 Saturated Accuracy : 50 	 Number of times repeated 23
Cycle: 31 	 Saturated Accuracy : 50 	 Number of times repeated 24
Cycle: 32 	 Saturated Accuracy : 50 	 Number of times repeated 25
Cycle: 33 	 Saturated Accuracy : 50 	 Number of times repeated 26
Cycle: 34 	 Saturated Accuracy : 50 	 Number of times repeated 27
Cycle: 35 	 Saturated Accuracy : 50 	 Number of times repeated 28
Cycle: 36 	 Saturated Accuracy : 50 	 Number of times repeated 29
Cycle: 37 	 Saturated Accuracy : 50 	 Number of times repeated 30
Cycle: 38 	 Saturated Accuracy : 50 	 Number of times repeated 31
Cycle: 39 	 Saturated Accuracy : 50 	 Number of times repeated 32
Cycle: 40 	 Saturated Accuracy : 50 	 Number of times repeated 33
Cycle: 41 	 Saturated Accuracy : 50 	 Number of times repeated 34
Cycle: 42 	 Saturated Accuracy : 50 	 Number of times repeated 35
Cycle: 43 	 Saturated Accuracy : 50 	 Number of times repeated 36
Cycle: 44 	 Saturated Accuracy : 50 	 Number of times repeated 37
Cycle: 45 	 Saturated Accuracy : 50 	 Number of times repeated 38
Cycle: 46 	 Saturated Accuracy : 50 	 Number of times repeated 39
Cycle: 47 	 Saturated Accuracy : 50 	 Number of times repeated 40
Cycle: 48 	 Saturated Accuracy : 50 	 Number of times repeated 41
Cycle: 49 	 Saturated Accuracy : 50 	 Number of times repeated 42
Cycle: 50 	 Saturated Accuracy : 50 	 Number of times repeated 43
Cycle: 51 	 Saturated Accuracy : 50 	 Number of times repeated 44
Cycle: 52 	 Saturated Accuracy : 50 	 Number of times repeated 45
Cycle: 53 	 Saturated Accuracy : 50 	 Number of times repeated 46
Cycle: 54 	 Saturated Accuracy : 50 	 Number of times repeated 47
Cycle: 55 	 Saturated Accuracy : 50 	 Number of times repeated 48
Cycle: 56 	 Saturated Accuracy : 50 	 Number of times repeated 49
Cycle: 57 	 Saturated Accuracy : 50 	 Number of times repeated 50
Cycle: 58 	 Saturated Accuracy : 50 	 Number of times repeated 51
Cycle: 59 	 Saturated Accuracy : 50 	 Number of times repeated 52
Cycle: 60 	 Saturated Accuracy : 50 	 Number of times repeated 53
Cycle: 61 	 Saturated Accuracy : 50 	 Number of times repeated 54
Cycle: 62 	 Saturated Accuracy : 50 	 Number of times repeated 55
Cycle: 63 	 Saturated Accuracy : 50 	 Number of times repeated 56
Cycle: 64 	 Saturated Accuracy : 50 	 Number of times repeated 57
Cycle: 65 	 Saturated Accuracy : 50 	 Number of times repeated 58
Cycle: 66 	 Saturated Accuracy : 50 	 Number of times repeated 59
Cycle: 67 	 Saturated Accuracy : 50 	 Number of times repeated 60
Cycle: 68 	 Saturated Accuracy : 50 	 Number of times repeated 61
Cycle: 69 	 Saturated Accuracy : 50 	 Number of times repeated 62
Cycle: 70 	 Saturated Accuracy : 50 	 Number of times repeated 63
Cycle: 71 	 Saturated Accuracy : 50 	 Number of times repeated 64
Cycle: 72 	 Saturated Accuracy : 50 	 Number of times repeated 65
Cycle: 73 	 Saturated Accuracy : 50 	 Number of times repeated 66
Cycle: 74 	 Saturated Accuracy : 50 	 Number of times repeated 67
Cycle: 75 	 Saturated Accuracy : 50 	 Number of times repeated 68
Cycle: 76 	 Saturated Accuracy : 50 	 Number of times repeated 69
Cycle: 77 	 Saturated Accuracy : 50 	 Number of times repeated 70
Cycle: 78 	 Saturated Accuracy : 50 	 Number of times repeated 71
Cycle: 79 	 Saturated Accuracy : 50 	 Number of times repeated 72
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
cycle : 1 	 Accuracy :29.166666666666668 	 
cycle : 2 	 Accuracy :37.5 	 
cycle : 3 	 Accuracy :33.33333333333333 	 
Cycle: 4 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 5 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
cycle : 6 	 Accuracy :37.5 	 
cycle : 7 	 Accuracy :33.33333333333333 	 
Cycle: 8 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 9 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 10 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
Cycle: 11 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 4
Cycle: 12 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 5
Cycle: 13 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 6
Cycle: 14 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 7
Cycle: 15 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 8
Cycle: 16 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 9
Cycle: 17 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 10
Cycle: 18 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 11
Cycle: 19 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 12
Cycle: 20 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 13
Cycle: 21 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 14
Cycle: 22 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 15
Cycle: 23 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 16
Cycle: 24 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 17
Cycle: 25 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 18
Cycle: 26 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 19
Cycle: 27 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 20
Cycle: 28 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 21
Cycle: 29 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 22
Cycle: 30 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 23
Cycle: 31 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 24
Cycle: 32 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 25
Cycle: 33 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 26
Cycle: 34 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 27
Cycle: 35 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 28
Cycle: 36 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 29
Cycle: 37 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 30
Cycle: 38 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 31
Cycle: 39 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 32
Cycle: 40 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 33
Cycle: 41 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 34
Cycle: 42 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 35
Cycle: 43 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 36
Cycle: 44 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 37
Cycle: 45 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 38
Cycle: 46 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 39
Cycle: 47 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 40
Cycle: 48 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 41
Cycle: 49 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 42
Cycle: 50 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 43
Cycle: 51 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 44
Cycle: 52 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 45
Cycle: 53 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 46
Cycle: 54 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 47
Cycle: 55 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 48
Cycle: 56 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 49
Cycle: 57 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 50
Cycle: 58 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 51
Cycle: 59 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 52
Cycle: 60 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 53
Cycle: 61 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 54
Cycle: 62 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 55
Cycle: 63 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 56
Cycle: 64 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 57
Cycle: 65 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 58
Cycle: 66 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 59
Cycle: 67 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 60
Cycle: 68 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 61
Cycle: 69 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 62
Cycle: 70 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 63
Cycle: 71 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 64
Cycle: 72 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 65
Cycle: 73 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 66
Cycle: 74 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 67
Cycle: 75 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 68
Cycle: 76 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 69
Cycle: 77 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 70
Cycle: 78 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 71
Cycle: 79 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 72
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :20.833333333333336 	 
Cycle: 2 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
cycle : 12 	 Accuracy :16.666666666666664 	 
cycle : 13 	 Accuracy :20.833333333333336 	 
Cycle: 14 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 15 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 16 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 17 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
cycle : 18 	 Accuracy :16.666666666666664 	 
cycle : 19 	 Accuracy :20.833333333333336 	 
Cycle: 20 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 21 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 22 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 23 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 24 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 25 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 26 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 27 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 28 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 29 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
Cycle: 30 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 11
Cycle: 31 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 12
Cycle: 32 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 13
Cycle: 33 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 14
Cycle: 34 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 15
Cycle: 35 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 16
Cycle: 36 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 17
Cycle: 37 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 18
Cycle: 38 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 19
Cycle: 39 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 20
Cycle: 40 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 21
Cycle: 41 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 22
Cycle: 42 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 23
Cycle: 43 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 24
Cycle: 44 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 25
Cycle: 45 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 26
Cycle: 46 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 27
Cycle: 47 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 28
cycle : 48 	 Accuracy :16.666666666666664 	 
cycle : 49 	 Accuracy :20.833333333333336 	 
Cycle: 50 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 51 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 52 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 53 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 54 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 55 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 56 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 57 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 58 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 59 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
Cycle: 60 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 11
Cycle: 61 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 12
Cycle: 62 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 13
Cycle: 63 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 14
Cycle: 64 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 15
Cycle: 65 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 16
cycle : 66 	 Accuracy :16.666666666666664 	 
cycle : 67 	 Accuracy :20.833333333333336 	 
Cycle: 68 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 69 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 70 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 71 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 72 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 73 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 74 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 75 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 76 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 77 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
Cycle: 78 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 11
Cycle: 79 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 12
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :12.5 	 
Cycle: 2 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 12.5 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 12.5 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 12.5 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 12.5 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 12.5 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 12.5 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 12.5 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 12.5 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 12.5 	 Number of times repeated 11
Cycle: 13 	 Saturated Accuracy : 12.5 	 Number of times repeated 12
Cycle: 14 	 Saturated Accuracy : 12.5 	 Number of times repeated 13
Cycle: 15 	 Saturated Accuracy : 12.5 	 Number of times repeated 14
Cycle: 16 	 Saturated Accuracy : 12.5 	 Number of times repeated 15
Cycle: 17 	 Saturated Accuracy : 12.5 	 Number of times repeated 16
Cycle: 18 	 Saturated Accuracy : 12.5 	 Number of times repeated 17
Cycle: 19 	 Saturated Accuracy : 12.5 	 Number of times repeated 18
Cycle: 20 	 Saturated Accuracy : 12.5 	 Number of times repeated 19
Cycle: 21 	 Saturated Accuracy : 12.5 	 Number of times repeated 20
Cycle: 22 	 Saturated Accuracy : 12.5 	 Number of times repeated 21
Cycle: 23 	 Saturated Accuracy : 12.5 	 Number of times repeated 22
Cycle: 24 	 Saturated Accuracy : 12.5 	 Number of times repeated 23
Cycle: 25 	 Saturated Accuracy : 12.5 	 Number of times repeated 24
Cycle: 26 	 Saturated Accuracy : 12.5 	 Number of times repeated 25
Cycle: 27 	 Saturated Accuracy : 12.5 	 Number of times repeated 26
Cycle: 28 	 Saturated Accuracy : 12.5 	 Number of times repeated 27
Cycle: 29 	 Saturated Accuracy : 12.5 	 Number of times repeated 28
Cycle: 30 	 Saturated Accuracy : 12.5 	 Number of times repeated 29
Cycle: 31 	 Saturated Accuracy : 12.5 	 Number of times repeated 30
Cycle: 32 	 Saturated Accuracy : 12.5 	 Number of times repeated 31
Cycle: 33 	 Saturated Accuracy : 12.5 	 Number of times repeated 32
Cycle: 34 	 Saturated Accuracy : 12.5 	 Number of times repeated 33
Cycle: 35 	 Saturated Accuracy : 12.5 	 Number of times repeated 34
Cycle: 36 	 Saturated Accuracy : 12.5 	 Number of times repeated 35
Cycle: 37 	 Saturated Accuracy : 12.5 	 Number of times repeated 36
Cycle: 38 	 Saturated Accuracy : 12.5 	 Number of times repeated 37
Cycle: 39 	 Saturated Accuracy : 12.5 	 Number of times repeated 38
Cycle: 40 	 Saturated Accuracy : 12.5 	 Number of times repeated 39
Cycle: 41 	 Saturated Accuracy : 12.5 	 Number of times repeated 40
Cycle: 42 	 Saturated Accuracy : 12.5 	 Number of times repeated 41
Cycle: 43 	 Saturated Accuracy : 12.5 	 Number of times repeated 42
Cycle: 44 	 Saturated Accuracy : 12.5 	 Number of times repeated 43
Cycle: 45 	 Saturated Accuracy : 12.5 	 Number of times repeated 44
Cycle: 46 	 Saturated Accuracy : 12.5 	 Number of times repeated 45
Cycle: 47 	 Saturated Accuracy : 12.5 	 Number of times repeated 46
Cycle: 48 	 Saturated Accuracy : 12.5 	 Number of times repeated 47
Cycle: 49 	 Saturated Accuracy : 12.5 	 Number of times repeated 48
Cycle: 50 	 Saturated Accuracy : 12.5 	 Number of times repeated 49
Cycle: 51 	 Saturated Accuracy : 12.5 	 Number of times repeated 50
Cycle: 52 	 Saturated Accuracy : 12.5 	 Number of times repeated 51
Cycle: 53 	 Saturated Accuracy : 12.5 	 Number of times repeated 52
Cycle: 54 	 Saturated Accuracy : 12.5 	 Number of times repeated 53
Cycle: 55 	 Saturated Accuracy : 12.5 	 Number of times repeated 54
Cycle: 56 	 Saturated Accuracy : 12.5 	 Number of times repeated 55
Cycle: 57 	 Saturated Accuracy : 12.5 	 Number of times repeated 56
Cycle: 58 	 Saturated Accuracy : 12.5 	 Number of times repeated 57
Cycle: 59 	 Saturated Accuracy : 12.5 	 Number of times repeated 58
Cycle: 60 	 Saturated Accuracy : 12.5 	 Number of times repeated 59
Cycle: 61 	 Saturated Accuracy : 12.5 	 Number of times repeated 60
Cycle: 62 	 Saturated Accuracy : 12.5 	 Number of times repeated 61
Cycle: 63 	 Saturated Accuracy : 12.5 	 Number of times repeated 62
Cycle: 64 	 Saturated Accuracy : 12.5 	 Number of times repeated 63
Cycle: 65 	 Saturated Accuracy : 12.5 	 Number of times repeated 64
Cycle: 66 	 Saturated Accuracy : 12.5 	 Number of times repeated 65
Cycle: 67 	 Saturated Accuracy : 12.5 	 Number of times repeated 66
Cycle: 68 	 Saturated Accuracy : 12.5 	 Number of times repeated 67
Cycle: 69 	 Saturated Accuracy : 12.5 	 Number of times repeated 68
Cycle: 70 	 Saturated Accuracy : 12.5 	 Number of times repeated 69
Cycle: 71 	 Saturated Accuracy : 12.5 	 Number of times repeated 70
Cycle: 72 	 Saturated Accuracy : 12.5 	 Number of times repeated 71
Cycle: 73 	 Saturated Accuracy : 12.5 	 Number of times repeated 72
Cycle: 74 	 Saturated Accuracy : 12.5 	 Number of times repeated 73
Cycle: 75 	 Saturated Accuracy : 12.5 	 Number of times repeated 74
Cycle: 76 	 Saturated Accuracy : 12.5 	 Number of times repeated 75
Cycle: 77 	 Saturated Accuracy : 12.5 	 Number of times repeated 76
Cycle: 78 	 Saturated Accuracy : 12.5 	 Number of times repeated 77
Cycle: 79 	 Saturated Accuracy : 12.5 	 Number of times repeated 78
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :12.5 	 
Cycle: 2 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 12.5 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 12.5 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 12.5 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 12.5 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 12.5 	 Number of times repeated 7
cycle : 9 	 Accuracy :8.333333333333332 	 
cycle : 10 	 Accuracy :12.5 	 
Cycle: 11 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 12 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
Cycle: 13 	 Saturated Accuracy : 12.5 	 Number of times repeated 3
Cycle: 14 	 Saturated Accuracy : 12.5 	 Number of times repeated 4
Cycle: 15 	 Saturated Accuracy : 12.5 	 Number of times repeated 5
Cycle: 16 	 Saturated Accuracy : 12.5 	 Number of times repeated 6
Cycle: 17 	 Saturated Accuracy : 12.5 	 Number of times repeated 7
Cycle: 18 	 Saturated Accuracy : 12.5 	 Number of times repeated 8
Cycle: 19 	 Saturated Accuracy : 12.5 	 Number of times repeated 9
Cycle: 20 	 Saturated Accuracy : 12.5 	 Number of times repeated 10
Cycle: 21 	 Saturated Accuracy : 12.5 	 Number of times repeated 11
Cycle: 22 	 Saturated Accuracy : 12.5 	 Number of times repeated 12
Cycle: 23 	 Saturated Accuracy : 12.5 	 Number of times repeated 13
Cycle: 24 	 Saturated Accuracy : 12.5 	 Number of times repeated 14
Cycle: 25 	 Saturated Accuracy : 12.5 	 Number of times repeated 15
Cycle: 26 	 Saturated Accuracy : 12.5 	 Number of times repeated 16
Cycle: 27 	 Saturated Accuracy : 12.5 	 Number of times repeated 17
Cycle: 28 	 Saturated Accuracy : 12.5 	 Number of times repeated 18
Cycle: 29 	 Saturated Accuracy : 12.5 	 Number of times repeated 19
Cycle: 30 	 Saturated Accuracy : 12.5 	 Number of times repeated 20
Cycle: 31 	 Saturated Accuracy : 12.5 	 Number of times repeated 21
Cycle: 32 	 Saturated Accuracy : 12.5 	 Number of times repeated 22
