TaxiPassangerPredictionExperiment637841874184042272.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
Cycle: 14 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 7
Cycle: 15 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 8
Cycle: 16 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 9
Cycle: 17 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 10
Cycle: 18 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 11
Cycle: 19 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 12
Cycle: 20 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 13
Cycle: 21 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 14
Cycle: 22 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 15
Cycle: 23 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 16
Cycle: 24 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 17
Cycle: 25 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 18
Cycle: 26 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 19
Cycle: 27 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 20
Cycle: 28 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 21
Cycle: 29 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 22
Cycle: 30 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 23
Cycle: 31 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 24
Cycle: 32 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 25
Cycle: 33 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 26
Cycle: 34 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 27
Cycle: 35 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 28
Cycle: 36 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 29
Cycle: 37 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 30
Cycle: 38 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 31
Cycle: 39 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 32
Cycle: 40 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 33
Cycle: 41 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 34
Cycle: 42 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 35
Cycle: 43 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 36
Cycle: 44 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 37
Cycle: 45 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 38
Cycle: 46 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 39
Cycle: 47 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 40
Cycle: 48 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 41
Cycle: 49 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 42
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :20.833333333333336 	 
Cycle: 2 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 11
cycle : 13 	 Accuracy :25 	 
Cycle: 14 	 Saturated Accuracy : 25 	 Number of times repeated 1
Cycle: 15 	 Saturated Accuracy : 25 	 Number of times repeated 2
Cycle: 16 	 Saturated Accuracy : 25 	 Number of times repeated 3
Cycle: 17 	 Saturated Accuracy : 25 	 Number of times repeated 4
Cycle: 18 	 Saturated Accuracy : 25 	 Number of times repeated 5
Cycle: 19 	 Saturated Accuracy : 25 	 Number of times repeated 6
Cycle: 20 	 Saturated Accuracy : 25 	 Number of times repeated 7
Cycle: 21 	 Saturated Accuracy : 25 	 Number of times repeated 8
Cycle: 22 	 Saturated Accuracy : 25 	 Number of times repeated 9
Cycle: 23 	 Saturated Accuracy : 25 	 Number of times repeated 10
Cycle: 24 	 Saturated Accuracy : 25 	 Number of times repeated 11
Cycle: 25 	 Saturated Accuracy : 25 	 Number of times repeated 12
Cycle: 26 	 Saturated Accuracy : 25 	 Number of times repeated 13
Cycle: 27 	 Saturated Accuracy : 25 	 Number of times repeated 14
Cycle: 28 	 Saturated Accuracy : 25 	 Number of times repeated 15
Cycle: 29 	 Saturated Accuracy : 25 	 Number of times repeated 16
Cycle: 30 	 Saturated Accuracy : 25 	 Number of times repeated 17
Cycle: 31 	 Saturated Accuracy : 25 	 Number of times repeated 18
Cycle: 32 	 Saturated Accuracy : 25 	 Number of times repeated 19
Cycle: 33 	 Saturated Accuracy : 25 	 Number of times repeated 20
Cycle: 34 	 Saturated Accuracy : 25 	 Number of times repeated 21
Cycle: 35 	 Saturated Accuracy : 25 	 Number of times repeated 22
Cycle: 36 	 Saturated Accuracy : 25 	 Number of times repeated 23
Cycle: 37 	 Saturated Accuracy : 25 	 Number of times repeated 24
Cycle: 38 	 Saturated Accuracy : 25 	 Number of times repeated 25
Cycle: 39 	 Saturated Accuracy : 25 	 Number of times repeated 26
Cycle: 40 	 Saturated Accuracy : 25 	 Number of times repeated 27
Cycle: 41 	 Saturated Accuracy : 25 	 Number of times repeated 28
Cycle: 42 	 Saturated Accuracy : 25 	 Number of times repeated 29
Cycle: 43 	 Saturated Accuracy : 25 	 Number of times repeated 30
Cycle: 44 	 Saturated Accuracy : 25 	 Number of times repeated 31
Cycle: 45 	 Saturated Accuracy : 25 	 Number of times repeated 32
Cycle: 46 	 Saturated Accuracy : 25 	 Number of times repeated 33
Cycle: 47 	 Saturated Accuracy : 25 	 Number of times repeated 34
Cycle: 48 	 Saturated Accuracy : 25 	 Number of times repeated 35
Cycle: 49 	 Saturated Accuracy : 25 	 Number of times repeated 36
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :16.666666666666664 	 
cycle : 1 	 Accuracy :20.833333333333336 	 
Cycle: 2 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 11
Cycle: 13 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 12
Cycle: 14 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 13
Cycle: 15 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 14
Cycle: 16 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 15
Cycle: 17 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 16
Cycle: 18 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 17
Cycle: 19 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 18
Cycle: 20 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 19
Cycle: 21 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 20
Cycle: 22 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 21
Cycle: 23 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 22
Cycle: 24 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 23
Cycle: 25 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 24
Cycle: 26 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 25
Cycle: 27 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 26
Cycle: 28 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 27
Cycle: 29 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 28
Cycle: 30 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 29
Cycle: 31 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 30
Cycle: 32 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 31
Cycle: 33 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 32
Cycle: 34 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 33
Cycle: 35 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 34
Cycle: 36 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 35
Cycle: 37 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 36
Cycle: 38 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 37
Cycle: 39 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 38
Cycle: 40 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 39
Cycle: 41 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 40
Cycle: 42 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 41
Cycle: 43 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 42
Cycle: 44 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 43
Cycle: 45 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 44
Cycle: 46 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 45
Cycle: 47 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 46
Cycle: 48 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 47
Cycle: 49 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 48
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
cycle : 1 	 Accuracy :20.833333333333336 	 
Cycle: 2 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 11
Cycle: 13 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 12
Cycle: 14 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 13
Cycle: 15 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 14
Cycle: 16 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 15
Cycle: 17 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 16
Cycle: 18 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 17
Cycle: 19 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 18
Cycle: 20 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 19
Cycle: 21 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 20
Cycle: 22 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 21
Cycle: 23 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 22
Cycle: 24 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 23
Cycle: 25 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 24
Cycle: 26 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 25
Cycle: 27 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 26
Cycle: 28 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 27
Cycle: 29 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 28
Cycle: 30 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 29
Cycle: 31 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 30
Cycle: 32 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 31
Cycle: 33 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 32
Cycle: 34 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 33
Cycle: 35 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 34
Cycle: 36 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 35
Cycle: 37 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 36
Cycle: 38 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 37
Cycle: 39 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 38
Cycle: 40 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 39
Cycle: 41 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 40
Cycle: 42 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 41
Cycle: 43 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 42
Cycle: 44 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 43
Cycle: 45 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 44
Cycle: 46 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 45
Cycle: 47 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 46
Cycle: 48 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 47
Cycle: 49 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 48
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.3478260869565215 	 
cycle : 1 	 Accuracy :13.043478260869565 	 
Cycle: 2 	 Saturated Accuracy : 13.043478260869565 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 13.043478260869565 	 Number of times repeated 2
cycle : 4 	 Accuracy :8.695652173913043 	 
Cycle: 5 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 1
Cycle: 6 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 2
Cycle: 7 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 3
Cycle: 8 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 4
Cycle: 9 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 5
Cycle: 10 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 6
Cycle: 11 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 7
Cycle: 12 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 8
Cycle: 13 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 9
Cycle: 14 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 10
Cycle: 15 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 11
Cycle: 16 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 12
Cycle: 17 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 13
Cycle: 18 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 14
Cycle: 19 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 15
Cycle: 20 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 16
Cycle: 21 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 17
Cycle: 22 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 18
Cycle: 23 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 19
Cycle: 24 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 20
Cycle: 25 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 21
Cycle: 26 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 22
Cycle: 27 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 23
Cycle: 28 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 24
Cycle: 29 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 25
Cycle: 30 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 26
Cycle: 31 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 27
Cycle: 32 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 28
Cycle: 33 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 29
Cycle: 34 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 30
Cycle: 35 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 31
Cycle: 36 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 32
Cycle: 37 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 33
Cycle: 38 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 34
Cycle: 39 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 35
Cycle: 40 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 36
Cycle: 41 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 37
Cycle: 42 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 38
Cycle: 43 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 39
Cycle: 44 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 40
Cycle: 45 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 41
Cycle: 46 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 42
Cycle: 47 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 43
Cycle: 48 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 44
Cycle: 49 	 Saturated Accuracy : 8.695652173913043 	 Number of times repeated 45
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.3478260869565215 	 
cycle : 1 	 Accuracy :17.391304347826086 	 
Cycle: 2 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 11
Cycle: 13 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 12
Cycle: 14 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 13
Cycle: 15 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 14
Cycle: 16 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 15
Cycle: 17 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 16
Cycle: 18 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 17
Cycle: 19 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 18
Cycle: 20 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 19
Cycle: 21 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 20
Cycle: 22 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 21
Cycle: 23 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 22
Cycle: 24 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 23
Cycle: 25 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 24
Cycle: 26 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 25
Cycle: 27 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 26
Cycle: 28 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 27
Cycle: 29 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 28
Cycle: 30 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 29
Cycle: 31 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 30
Cycle: 32 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 31
Cycle: 33 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 32
Cycle: 34 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 33
Cycle: 35 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 34
Cycle: 36 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 35
Cycle: 37 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 36
Cycle: 38 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 37
Cycle: 39 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 38
Cycle: 40 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 39
Cycle: 41 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 40
Cycle: 42 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 41
Cycle: 43 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 42
Cycle: 44 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 43
Cycle: 45 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 44
Cycle: 46 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 45
Cycle: 47 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 46
Cycle: 48 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 47
Cycle: 49 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 48
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :8.333333333333332 	 
cycle : 2 	 Accuracy :12.5 	 
Cycle: 3 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 4 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
Cycle: 5 	 Saturated Accuracy : 12.5 	 Number of times repeated 3
Cycle: 6 	 Saturated Accuracy : 12.5 	 Number of times repeated 4
Cycle: 7 	 Saturated Accuracy : 12.5 	 Number of times repeated 5
Cycle: 8 	 Saturated Accuracy : 12.5 	 Number of times repeated 6
Cycle: 9 	 Saturated Accuracy : 12.5 	 Number of times repeated 7
Cycle: 10 	 Saturated Accuracy : 12.5 	 Number of times repeated 8
Cycle: 11 	 Saturated Accuracy : 12.5 	 Number of times repeated 9
Cycle: 12 	 Saturated Accuracy : 12.5 	 Number of times repeated 10
Cycle: 13 	 Saturated Accuracy : 12.5 	 Number of times repeated 11
Cycle: 14 	 Saturated Accuracy : 12.5 	 Number of times repeated 12
Cycle: 15 	 Saturated Accuracy : 12.5 	 Number of times repeated 13
Cycle: 16 	 Saturated Accuracy : 12.5 	 Number of times repeated 14
Cycle: 17 	 Saturated Accuracy : 12.5 	 Number of times repeated 15
Cycle: 18 	 Saturated Accuracy : 12.5 	 Number of times repeated 16
Cycle: 19 	 Saturated Accuracy : 12.5 	 Number of times repeated 17
Cycle: 20 	 Saturated Accuracy : 12.5 	 Number of times repeated 18
Cycle: 21 	 Saturated Accuracy : 12.5 	 Number of times repeated 19
Cycle: 22 	 Saturated Accuracy : 12.5 	 Number of times repeated 20
Cycle: 23 	 Saturated Accuracy : 12.5 	 Number of times repeated 21
Cycle: 24 	 Saturated Accuracy : 12.5 	 Number of times repeated 22
Cycle: 25 	 Saturated Accuracy : 12.5 	 Number of times repeated 23
Cycle: 26 	 Saturated Accuracy : 12.5 	 Number of times repeated 24
Cycle: 27 	 Saturated Accuracy : 12.5 	 Number of times repeated 25
Cycle: 28 	 Saturated Accuracy : 12.5 	 Number of times repeated 26
Cycle: 29 	 Saturated Accuracy : 12.5 	 Number of times repeated 27
Cycle: 30 	 Saturated Accuracy : 12.5 	 Number of times repeated 28
Cycle: 31 	 Saturated Accuracy : 12.5 	 Number of times repeated 29
Cycle: 32 	 Saturated Accuracy : 12.5 	 Number of times repeated 30
Cycle: 33 	 Saturated Accuracy : 12.5 	 Number of times repeated 31
Cycle: 34 	 Saturated Accuracy : 12.5 	 Number of times repeated 32
Cycle: 35 	 Saturated Accuracy : 12.5 	 Number of times repeated 33
Cycle: 36 	 Saturated Accuracy : 12.5 	 Number of times repeated 34
Cycle: 37 	 Saturated Accuracy : 12.5 	 Number of times repeated 35
Cycle: 38 	 Saturated Accuracy : 12.5 	 Number of times repeated 36
Cycle: 39 	 Saturated Accuracy : 12.5 	 Number of times repeated 37
Cycle: 40 	 Saturated Accuracy : 12.5 	 Number of times repeated 38
Cycle: 41 	 Saturated Accuracy : 12.5 	 Number of times repeated 39
Cycle: 42 	 Saturated Accuracy : 12.5 	 Number of times repeated 40
Cycle: 43 	 Saturated Accuracy : 12.5 	 Number of times repeated 41
Cycle: 44 	 Saturated Accuracy : 12.5 	 Number of times repeated 42
Cycle: 45 	 Saturated Accuracy : 12.5 	 Number of times repeated 43
Cycle: 46 	 Saturated Accuracy : 12.5 	 Number of times repeated 44
Cycle: 47 	 Saturated Accuracy : 12.5 	 Number of times repeated 45
Cycle: 48 	 Saturated Accuracy : 12.5 	 Number of times repeated 46
Cycle: 49 	 Saturated Accuracy : 12.5 	 Number of times repeated 47
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :50 	 
Cycle: 1 	 Saturated Accuracy : 50 	 Number of times repeated 1
Cycle: 2 	 Saturated Accuracy : 50 	 Number of times repeated 2
Cycle: 3 	 Saturated Accuracy : 50 	 Number of times repeated 3
Cycle: 4 	 Saturated Accuracy : 50 	 Number of times repeated 4
Cycle: 5 	 Saturated Accuracy : 50 	 Number of times repeated 5
Cycle: 6 	 Saturated Accuracy : 50 	 Number of times repeated 6
Cycle: 7 	 Saturated Accuracy : 50 	 Number of times repeated 7
Cycle : 8 	  Accuracy:100 	 Number of times repeated 1
Cycle: 9 	 Saturated Accuracy : 50 	 Number of times repeated 8
Cycle : 10 	  Accuracy:100 	 Number of times repeated 2
Cycle : 11 	  Accuracy:100 	 Number of times repeated 3
Cycle: 12 	 Saturated Accuracy : 50 	 Number of times repeated 9
Cycle : 13 	  Accuracy:100 	 Number of times repeated 4
Cycle: 14 	 Saturated Accuracy : 50 	 Number of times repeated 10
Cycle : 15 	  Accuracy:100 	 Number of times repeated 5
Cycle : 16 	  Accuracy:100 	 Number of times repeated 6
Cycle : 17 	  Accuracy:100 	 Number of times repeated 7
Cycle : 18 	  Accuracy:100 	 Number of times repeated 8
Cycle : 19 	  Accuracy:100 	 Number of times repeated 9
